logid,ns,title,pageid,logpage,params,type,action,user,timestamp,comment
106936848,-1,Special:AbuseFilter/1047,0,0,"{'historyId': 23305, 'newId': 1047}",abusefilter,create,Suffusion of Yellow,2020-04-02T04:44:29Z,
106983302,-1,Special:AbuseFilter/1026,0,0,"{'historyId': 23306, 'newId': '1026'}",abusefilter,modify,Suffusion of Yellow,2020-04-03T22:14:09Z,
107001901,-1,Special:AbuseFilter/1045,0,0,"{'historyId': 23307, 'newId': '1045'}",abusefilter,modify,Crow,2020-04-04T16:41:57Z,
107009749,-1,Special:AbuseFilter/1046,0,0,"{'historyId': 23308, 'newId': '1046'}",abusefilter,modify,Suffusion of Yellow,2020-04-04T22:33:40Z,
107037091,-1,Special:AbuseFilter/264,0,0,"{'historyId': 23309, 'newId': '264'}",abusefilter,modify,Crow,2020-04-05T21:24:00Z,
107084851,-1,Special:AbuseFilter/1046,0,0,"{'historyId': 23310, 'newId': '1046'}",abusefilter,modify,MusikAnimal,2020-04-07T15:50:56Z,
107102119,-1,Special:AbuseFilter/643,0,0,"{'historyId': 23311, 'newId': '643'}",abusefilter,modify,Beetstra,2020-04-08T07:26:56Z,
107105884,-1,Special:AbuseFilter/793,0,0,"{'historyId': 23312, 'newId': '793'}",abusefilter,modify,Kuru,2020-04-08T11:20:06Z,
107170590,-1,Special:AbuseFilter/1048,0,0,"{'historyId': 23313, 'newId': 1048}",abusefilter,create,Suffusion of Yellow,2020-04-10T21:06:11Z,
107170689,-1,Special:AbuseFilter/954,0,0,"{'historyId': 23314, 'newId': '954'}",abusefilter,modify,Suffusion of Yellow,2020-04-10T21:12:42Z,
107173276,-1,Special:AbuseFilter/1048,0,0,"{'historyId': 23315, 'newId': '1048'}",abusefilter,modify,Suffusion of Yellow,2020-04-10T23:51:31Z,
107194790,-1,Special:AbuseFilter/1049,0,0,"{'historyId': 23316, 'newId': 1049}",abusefilter,create,MusikAnimal,2020-04-11T19:53:06Z,
107194892,-1,Special:AbuseFilter/1049,0,0,"{'historyId': 23317, 'newId': '1049'}",abusefilter,modify,MusikAnimal,2020-04-11T19:57:18Z,
107220216,-1,Special:AbuseFilter/1048,0,0,"{'historyId': 23318, 'newId': '1048'}",abusefilter,modify,Suffusion of Yellow,2020-04-12T18:50:10Z,
107264010,-1,Special:AbuseFilter/53,0,0,"{'historyId': 23319, 'newId': '53'}",abusefilter,modify,Oshwah,2020-04-14T10:03:19Z,
107269863,-1,Special:AbuseFilter/1049,0,0,"{'historyId': 23320, 'newId': '1049'}",abusefilter,modify,MusikAnimal,2020-04-14T15:02:22Z,
107270181,-1,Special:AbuseFilter/53,0,0,"{'historyId': 23321, 'newId': '53'}",abusefilter,modify,Oshwah,2020-04-14T15:15:55Z,
107270249,-1,Special:AbuseFilter/53,0,0,"{'historyId': 23322, 'newId': '53'}",abusefilter,modify,Oshwah,2020-04-14T15:18:43Z,
107279081,-1,Special:AbuseFilter/954,0,0,"{'historyId': 23323, 'newId': '954'}",abusefilter,modify,Suffusion of Yellow,2020-04-14T21:20:03Z,
107285149,-1,Special:AbuseFilter/926,0,0,"{'historyId': 23324, 'newId': '926'}",abusefilter,modify,MusikAnimal,2020-04-15T02:39:04Z,
107285650,-1,Special:AbuseFilter/135,0,0,"{'historyId': 23325, 'newId': '135'}",abusefilter,modify,King of Hearts,2020-04-15T03:15:29Z,
107285888,-1,Special:AbuseFilter/793,0,0,"{'historyId': 23326, 'newId': '793'}",abusefilter,modify,King of Hearts,2020-04-15T03:36:31Z,
107296618,-1,Special:AbuseFilter/788,0,0,"{'historyId': 23327, 'newId': '788'}",abusefilter,modify,King of Hearts,2020-04-15T14:25:13Z,
107296770,-1,Special:AbuseFilter/793,0,0,"{'historyId': 23328, 'newId': '793'}",abusefilter,modify,King of Hearts,2020-04-15T14:33:13Z,
107301009,-1,Special:AbuseFilter/1044,0,0,"{'historyId': 23329, 'newId': '1044'}",abusefilter,modify,JzG,2020-04-15T17:38:49Z,
107310634,-1,Special:AbuseFilter/51,0,0,"{'historyId': 23330, 'newId': '51'}",abusefilter,modify,Oshwah,2020-04-16T01:06:10Z,
